SHOP_CODIGO|SHOP_ALIAS|SHOP_NOMBRE|SHOP_DIRECCION|PUEB_CODIGO_POSTAL|PUEB_CODIGO_NOMBRE|PAIS_CODIGO|SHOP_MAPA_LATITUD|SHOP_MAPA_LONGITUD|SHOP_HORARIO_LU|SHOP_HORARIO_MA|SHOP_HORARIO_MI|SHOP_HORARIO_JU|SHOP_HORARIO_VI|SHOP_HORARIO_SA|SHOP_HORARIO_DO|DIAFESTIVO
6333|7266-50|LOCKY CC LOURES SHOPPING|AV DAS DESCOBERTAS, 90 (PISO 0)|2670457|LOURES|PT|38,834431|-9,156242|08:00-23:00|08:00-23:00|08:00-23:00|08:00-23:00|08:00-23:00|08:00-23:00|08:00-23:00|
6675|7266-51|LOCKY POSTO GALP LOURES|R. DA REPÚBLICA, 4|2670468|LOURES|PT|38,8266|-9,162550|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6610|7266-52|LOCKY LIDL LOURES|R. PROF. EGAS MONIZ|2670583|LOURES|PT|38,826413|-9,165293|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6455|7266-53|LOCKY POSTO GALP CASAL DO TROCA|AV. MIGUEL TORGA LT. 2|2675076|ODIVELAS|PT|38,78389|-9,191950|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|
6406|7266-56|LOCKY POSTO GALP SÃO JOÃO DA TALHA|R. D. AFONSO HENRIQUES|2695788|SÃO JOÃO DA TALHA|PT|38,8222|-9,097840|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
2760|7270-00|7270-00 AGENCIA 7270 MASSAMA|R. SEBASTIAO E SILVA, 63, ZI MASSAMÁ|2745838|MASSAMA|PT|38,748536|-9,235940|08:00-12:30/14:00-19:00|08:00-12:30/14:00-19:00|08:00-12:30/14:00-19:00|08:00-12:30/14:00-19:00|08:00-12:30/14:00-19:00|||
3699|7270-03|SORTE SAO JORGE|AV. DE LISBOA, 137 |2605003|CASAL DE CAMBRA|PT|38,80614|-9,227890|08:00-13:00/14:00-19:00|08:00-13:00/14:00-19:00|08:00-13:00/14:00-19:00|08:00-13:00/14:00-19:00|08:00-13:00/14:00-19:00|08:00-13:00/14:00-19:00|08:00-13:00/-|
3702|7270-04|PAPIRO ALEGRE|R. ANTONIO TEIXEIRA LOPES, 2 A|2700089|AMADORA|PT|38,75626|-9,218510|08:30-13:00/15:30-19:00|08:30-13:00/15:30-19:00|08:30-13:00/15:30-19:00|08:30-13:00/15:30-19:00|08:30-13:00/15:30-19:00|09:00-13:00/-||
3908|7270-05|JOANINE|AV. TIMOR LOROSAE, BL. 1, LJ. 4|2735593|AGUALVA-CACEM|PT|38,782234|-9,301493|08:30-13:00/14:30-19:00|08:30-13:00/14:30-19:00|08:30-13:00/14:30-19:00|08:30-13:00/14:30-19:00|08:30-13:00/14:30-19:00|09:00-13:00/14:30-19:00|09:00-13:00/-|
3835|7270-07|PRIO-PA ALFORNELOS (AMADORA)|AV. RUY LUIS GOMES|2650125|AMADORA|PT|38,763431|-9,203643|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|
3836|7270-08|SHELL-PA MIRA SINTRA A16 N|A. 16/ IC. 16 - KM. 2-600 A 3-100|2715311|ALMARGEM DO BISPO|PT|38,785619|-9,295142|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|
3837|7270-09|PRIO-PA DAMAIA|PQ. DE NEUDEL, AV. CARLOS CUMBRE TAVARES|2720505|AMADORA|PT|38,742545|-9,222341|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|
3838|7270-10|PRIO-PA A16 CASCAIS SINTRA E (NASCENTE)|A16, KM. 9+ 500, LANÇO LOUREL/RANHOLAS, IC16|2725187|MEM MARTINS|PT|38,796417|-9,360892|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|
5946|7270-11|AUTOMOTOR|R. D. FILIPA DE LENCASTRE, 34, MASSAMA NORTE |2605662|BELAS|PT|38,765115|-9,278292|10:00-13:00/14:30-18:00|10:00-13:00/14:30-18:00|10:00-13:00/14:30-18:00|10:00-13:00/14:30-18:00|10:00-13:00/14:30-18:00|10:00-13:00/-||
6104|7270-12|LEQUE ESOTERICO|R. DA ESCOLA, LT. 1, LJ, ESQ.|2710045|SINTRA|PT|38,772896|-9,356409|10:00/19:00|10:00/19:00|10:00/19:00|10:00/19:00|10:00/19:00|10:00/19:00|00:00-00:00/-|
6732|7270-13|PTMERCH|R. PADRE ALBERTO NETO SIMOES DIAS, 6 B|2745059|QUELUZ|PT|38,757788|-9,250363|09:00-13:00/14:00-19:00|09:00-13:00/14:00-19:00|09:00-13:00/14:00-19:00|09:00-13:00/14:00-19:00|09:00-13:00/14:00-19:00|09:00-13:00/14:00-18:00|09:00-13:00/14:00-18:00|
7086|7270-14|CENTRAL DA ESTAÇÃO|R. FONTES PEREIRA DE MELO, 2|2720233|AMADORA|PT|38,74779|-9,214108|07:00-12:00/14:00-19:00|07:00-12:00/14:00-19:00|07:00-12:00/14:00-19:00|07:00-12:00/14:00-19:00|07:00-12:00/14:00-19:00|||25/12/2024
7467|7270-19|MEMORY THINGS|ESTR. MQ. POMBAL, FITARES SHOPPING LJ. 1.01|2635304|RIO DE MOURO|PT|38,787253|-9,317980|10:00-20:00/-|10:00-20:00/-|10:00-20:00/-|10:00-20:00/-|10:00-20:00/-|11:00-18:00/-||
6693|7270-40|LOCKY INTERMARCHÉ MASSAMÁ NORTE|AV. SALGUEIRO MAIA, 106|2605229|BELAS|PT|38,76856|-9,278560|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6362|7270-41|LOCKY MINIPREÇO BELAS|R. DONA MARIANA VITÓRIA, 182|2605245|BELAS|PT|38,762448|-9,277063|08:00-20:00|08:00-20:00|08:00-20:00|08:00-20:00|08:00-20:00|08:00-20:00|08:00-20:00|
6215|7270-42|LOCKY LAVANDARIA WASHSTATION BELAS|AV. PADRE ALBERTO NETO, 1A|2605289|BELAS|PT|38,777041|-9,259549|07:00-20:00|07:00-20:00|07:00-20:00|07:00-20:00|07:00-20:00|07:00-13:00|07:00-13:00|
6370|7270-43|LOCKY MINIPREÇO BURACA|R. LUÍS DE CAMÕES, 27|2610103|AMADORA|PT|38,740978|-9,211842|08:00-20:00|08:00-20:00|08:00-20:00|08:00-20:00|08:00-20:00|08:00-20:00|08:00-20:00|
6451|7270-44|LOCKY LIDL AMADORA ALFRAGIDE|ESTR. DA PONTE, 4|2610141|AMADORA|PT|38,740498|-9,224935|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|||
6264|7270-47|LOCKY RÁDIO POPULAR SINTRA|SINTRA RETAIL PARK, LJ. 10|2635008|RIO DE MOURO|PT|38,776163|-9,338403|10:00-22:00|10:00-22:00|10:00-22:00|10:00-22:00|10:00-22:00|10:00-22:00|10:00-22:00|
6437|7270-48|LOCKY POSTO GALP MEM MARTINS|R. ANTÓNIO FEIJÓ|2635198|RIO DE MOURO|PT|38,787642|-9,341383|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6503|7270-49|LOCKY MINIPREÇO PAIOES|R. MAXIMO DA SILVA|2635565|RIO DE MOURO|PT|38,767246|-9,319960|08:00-21:00/-|08:00-21:00/-|08:00-21:00/-|08:00-21:00/-|08:00-21:00/-|08:00-21:00/-|08:30-19:00/-|
6678|7270-50|LOCKY POSTO GALP COLINA DO SOL|AV. RUY LUÍS GOMES|2650125|AMADORA|PT|38,76443|-9,211840|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6335|7270-51|LOCKY CC UBBO AMADORA|AV CRUZEIRO SEIXAS, 5 E 7 (PISO 1)|2650505|AMADORA|PT|38,777581|-9,220715|09:00-23:00|09:00-23:00|09:00-23:00|09:00-23:00|09:00-23:00|09:00-00:00|09:00-23:00|
6580|7270-52|LOCKY LIDL AMADORA VENDA NOVA|R. JOAO DE DEUS|2700486|AMADORA|PT|38,754023|-9,217921|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|||
6259|7270-53|LOCKY ESCOLA SUPERIOR TEATRO E CINEMA|AV. MQ. DE POMBAL, 22B|2700571|AMADORA|PT|38,763338|-9,235115|10:00-22:00|10:00-22:00|10:00-22:00|10:00-22:00|10:00-22:00|10:00-22:00|10:00-22:00|
6213|7270-55|LOCKY CONTINENTE MDL SINTRA/LOUREL|ESTR. DA CAVALEIRA, 1|2710728|SINTRA|PT|38,814141|-9,362426|08:00-21:00|08:00-21:00|08:00-21:00|08:00-21:00|08:00-21:00|08:00-19:00|08:00-19:00|
6379|7270-56|LOCKY PARKING LUSIADAS AMADORA|AV. HOSPITAIS CIVIS DE LISBOA, 8|2720275|AMADORA|PT|38,74836|-9,229260|07:30/00:00|07:30/00:00|07:30/00:00|07:30/00:00|07:30/00:00|07:30/00:00|07:30/00:00|
6208|7270-57|LOCKY CONTINENTE AMADORA|AV. MARCONI, 249/1|2720413|AMADORA|PT|38,742348|-9,233191|08:00-21:00|08:00-21:00|08:00-21:00|08:00-21:00|08:00-21:00|08:00-19:00|08:00-19:00|
6219|7270-58|LOCKY WASHSTATION TAPADA MERCÊS|AV. MIGUEL TORGA, 64 A|2725079|MEM MARTINS|PT|38,796696|-9,332367|08:30-21:00|08:30-21:00|08:30-21:00|08:30-21:00|08:30-21:00|08:30-21:00|08:30-21:00|
6504|7270-70|LOCKY MINIPREÇO MEM MARTINS|ESTR. MEM MARTINS, 6|2725109|MEM MARTINS|PT|38,78268|-9,346810|08:30-21:00/-|08:30-21:00/-|08:30-21:00/-|08:30-21:00/-|08:30-21:00/-|08:30-21:00/-|08:30-21:00/-|
6641|7270-71|LOCKY LIDL SINTRAALGUEIRÃO|R. PROJECTADA À R. CIDADE DE FARO|2725163|MEM MARTINS|PT|38,80444|-9,356070|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6425|7270-72|LOCKY POSTO GALP R. COUDEL MEM MARTINS|R. COUDEL, 46|2725274|MEM MARTINS|PT|38,786963|-9,346108|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6216|7270-74|LOCKY LAVANDARIA WASHSTATION CACÉM|R. MQ. POMBAL, 93|2735316|AGUALVA-CACÉM|PT|38,773592|-9,313585|08:00-23:00|08:00-23:00|08:00-23:00|08:00-23:00|08:00-23:00|08:00-23:00|08:00-23:00|
6261|7270-75|LOCKY LAVANDARIA WASHSTATION SÃO MARCOS|AV. DO BRASIL, 27|2735670|AGUALVA-CACÉM|PT|38,747382|-9,299591|07:00-23:45|07:00-23:45|07:00-23:45|07:00-23:45|07:00-23:45|07:00-23:45|07:00-23:45|
6218|7270-76|LOCKY LAVANDARIA WASHSTATION M. ABRAÃO|R. JAIME CORTESÃO, 10198|2745324|QUELUZ|PT|38,762551|-9,261876|07:00-20:00|07:00-20:00|07:00-20:00|07:00-20:00|07:00-20:00|07:00-13:00|07:00-13:00|
7880|7270-77|LOCKY LIDL SINTRA -RIO DE MOURO|AV. MAJOR GEN. MACHADO SE SOUSA|2635195|RIO DE MOURO|PT|38,782781|-9,336268|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|
7904|7270-78|LOCKY POSTO GALP ALFRAGIDE (LX/AMADORA)|ESTR. DO CASAL DO CANAS|2610008|AMADORA|PT|38,733414|-9,223367|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|
2761|7278-00|7278-00 AGENCIA 7278 CARNAXIDE|ESTRD. DA OUTURELA 118, PARQUE HOLANDA FRAC.B|2790114|CARNAXIDE|PT|38,720044|-9,234330|08:00-12:30/14:00-19:00|08:00-12:30/14:00-19:00|08:00-12:30/14:00-19:00|08:00-12:30/14:00-19:00|08:00-12:30/14:00-19:00|||
3827|7278-01|PRIO-PA OEIRAS|LG. ST AMARO DE OEIRAS, ESTR. MARGINAL|2780100|OEIRAS|PT|38,684919|-9,313600|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|
3839|7278-02|PRIO-PA ALVIDE|RUA DAS TOJAS|2755010|ALCABIDECHE|PT|38,723986|-9,425247|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|
3840|7278-03|PRIO-PA TRAJOUCE|R. FLORENCIO FREIRE,  TRES CANTOS|2785663|SÃO DOMINGOS DE RANA|PT|38,741119|-9,341430|06:00-22:00/-|06:00-22:00/-|06:00-23:00/-|06:00-22:00/-|06:00-22:00/-|06:00-22:00/-|06:00-22:00/-|
5385|7278-04|HABIGRANITO-SOTINCO|R. DA EIRA, 9B|1495050|ALGÉS|PT|38,70674|-9,231850|09:00-13:00/15:00-19:00|09:00-13:00/15:00-19:00|09:00-13:00/15:00-19:00|09:00-13:00/15:00-19:00|09:00-13:00/15:00-19:00|||
6106|7278-05|LOMBOS DA SORTE|R. PRINCIPAL, 139A|2775682|CARCAVELOS|PT|38,68934|-9,329197|08:00-19:00/-|08:00-19:00/-|08:00-19:00/-|08:00-19:00/-|08:00-19:00/-|08:00-19:00/-||
7788|7278-06|PAPELARIA DE RANA|R. ANTONIO LOURO, 675 B, RANA|2785724|SAO DOMINGOS DE RANA|PT|38,697948|-9,349384|08:30-13:00/14:30-19:00|08:30-13:00/14:30-19:00|08:30-13:00/14:30-19:00|08:30-13:00/14:30-19:00|08:30-13:00/14:30-19:00|08:30-13:00/-||
6672|7278-40|LOCKY PINGO DOCE ALGES|R. GEN. HUMBERTO DELGADO, 19|1495068|ALGÉS|PT|38,69995|-9,229220|07:30-21:00/-|07:30-21:00/-|07:30-21:00/-|07:30-21:00/-|07:30-21:00/-|07:30-21:00/-|07:30-21:00/-|
6195|7278-41|LOCKY LIDL ALGÉS|R. JOÃO CHAGAS, 130|1495070|ALGÉS|PT|38,706241|-9,238344|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6280|7278-42|LOCKY FACULDADE MOTRICIDADE HUMANA|ESTR. DA COSTA|1495751|CRUZ QUEBRADA|PT|38,705325|-9,252542|08:00-17:00|08:00-17:00|08:00-17:00|08:00-17:00|08:00-17:00|08:00-17:00||
6359|7278-43|LOCKY COMPLEXO MULTISERVIÇOS DE CASCAIS|ESTR. DE MANIQUE, 1830|2645131|ALCABIDECHE|PT|38,736733|-9,386259|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6214|7278-44|LOCKY CONTINENTE CASCAIS SHOPPING|ESTR. NACIONAL , 9 118|2645543|ALCABIDECHE|PT|38,737674|-9,399258|08:00-21:00|08:00-21:00|08:00-21:00|08:00-21:00|08:00-21:00|08:00-19:00|08:00-19:00|
6387|7278-45|LOCKY PARKING LUSÍADAS CASCAIS|AV. BRIGADEIRO VICTOR NOVAIS GONÇALVES|2645553|ALCABIDECHE|PT|38,73024|-9,418112|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6471|7278-46|LOCKY POSTO GALP BARCARENA|ESTR. CRUZ DOS CAVALINHOS|2730059|BARCARENA|PT|38,7402|-9,275120|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6245|7278-47|LOCKY LIDL A5 OEIRAS|A.S. A5 OEIRAS, KM 10|2740242|PORTO SALVO|PT|38,714943|-9,285809|07:30-23:00/-|07:30-23:00/-|07:30-23:00/-|07:30-23:00/-|07:30-23:00/-|07:30-23:00/-|07:30-23:00/-|
6326|7278-48|LOCKY RESTAURAÇÃO LAGOAS PARK|LAGOAS PARK (PISO 1)|2740268|PORTO SALVO|PT|38,713346|-9,310150|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6490|7278-49|LOCKY IST TAGUS PARK|AV. PROF. DR. CAVACO SILVA|2740303|PORTO SALVO|PT|38,73702|-9,302650|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|
6651|7278-50|LOCKY LIDL CASCAISFONTAÍNHAS|R. SÃO JOSÉ, 102|2750134|CASCAIS|PT|38,708706|-9,421695|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6475|7278-51|LOCKY POSTO GALP ADELINO AMARO COSTA|AV. ENG. ADELINO AMARO DA COSTA|2750280|CASCAIS|PT|38,71013|-9,436258|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6665|7278-52|LOCKY PARKING PLACEGAR ESTORILRESIDENCE|AV. MARGINAL 8648C|2750427|CASCAIS|PT|38,70214|-9,412360|08:00-00:00|08:00-00:00|08:00-00:00|08:00-00:00|08:00-00:00|08:00-00:00|08:00-00:00|
6564|7278-54|LOCKY LIDL CASCAISTORRE|R. DA TORRE, 831|2750768|CASCAIS|PT|38,703116|-9,443016|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6682|7278-55|LOCKY POSTO GALP A.S. MALVEIRA DA SERRA|ESTR. DA MALVEIRA DA SERRA|2750787|CASCAIS|PT|38,71973|-9,441390|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6548|7278-56|LOCKY PARKING PLATANO|R. CAP. LEITAO|2775226|PAREDE|PT|38,689132|-9,354349|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|||
6193|7278-57|LOCKY NOVA SBE|CAMPUS DA UN CARCAVELOS, R DA HOLANDA, 1|2775405|CARCAVELOS|PT|38,679081|-9,327329|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6585|7278-58|LOCKY LIDL CASCAIS SASSOEIROS|R. FERNANDO PESSOA|2775515|CARCAVELOS|PT|38,701518|-9,327157|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6313|7278-59|LOCKY LEROY MERLIN CARCAVELOS|R JACINTO ISIDORO DE SOUSA|2775711|CARCAVELOS|PT|38,695884|-9,335855|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6426|7278-70|LOCKY POSTO GALP R. ESTR. MUNIC. OEIRAS|AV ENG ÁLVARO ROQUETE|2780002|OEIRAS|PT|38,7024|-9,304640|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6565|7278-71|LOCKY CONTINENTE BD OEIRAS QT MQ.|ROT. QTA. DO MARQUES 1|2780155|OEIRAS|PT|38,696594|-9,325897|08:00-21:00/-|08:00-21:00/-|08:00-21:00/-|08:00-21:00/-|08:00-21:00/-|08:00-21:00/-|08:00-21:00/-|
6410|7278-72|LOCKY POSTO GALP AV. REPUBLICA OEIRAS|AV. DA REPÚBLICA, 63|2780160|OEIRAS|PT|38,6945|-9,322170|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6449|7278-73|LOCKY LIDL CASCAIS ABOBODA|R. LUÍS AMARO BEXIGA, 30|2785029|SÃO DOMINGOS DE RANA|PT|38,72841|-9,335411|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|00:00-23:59/-|||
6649|7278-74|LOCKY LIDL CASCAISTIRES|R. ALMEIDA GARRETT, 441|2785053|SÃO DOMINGOS DE RANA|PT|38,71469|-9,344400|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6286|7278-75|LOCKY E.LECLERC SÃO DOMINGOS RANA|AV ARISTIDES DE SOUSA MENDES, 79|2785741|SÃO DOMINGOS DE RANA|PT|38,709484|-9,330156|08:30-22:00|08:30-22:00|08:30-22:00|08:30-22:00|08:30-22:00|08:30-22:00|08:30-21:00|
6460|7278-78|LOCKY CC ALEGRO ALFRAGIDE|AV. DOS CAVALEIROS, 60 LJ 1 16|2790045|CARNAXIDE|PT|38,727197|-9,218684|08:30-23:00|08:30-23:00|08:30-23:00|08:30-23:00|08:30-23:00|08:30-00:30|08:30-23:00|
6243|7278-79|LOCKY LAVANDARIA WASHSTATION CARNAXIDE|LG. TERRA GRANDE, 14D|2790157|CARNAXIDE|PT|38,726309|-9,239056|08:00-21:00|08:00-21:00|08:00-21:00|08:00-21:00|08:00-21:00|08:00-19:00|08:00-19:00|
6670|7278-80|LOCKY PINGO DOCE CARNAXIDE ALTO MOINHOS|R. FERNANDO DE ALMEIDA, 22|2790229|CARNAXIDE|PT|38,71871|-9,229500|08:00-21:00|08:00-21:00|08:00-21:00|08:00-21:00|08:00-21:00|08:00-21:00|08:00-21:00|
6583|7278-81|LOCKY LIDL OEIRAS LINDAAVELHA|AV. 25 DE ABRIL DE 1974, 21B|2795197|LINDA A VELHA|PT|38,716264|-9,239106|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
6409|7278-82|LOCKY POSTO GALP QUEIJAS|ESTR. VÁRZEAS|2790492|QUEIJAS|PT|38,71584|-9,263340|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|00:00-23:59|||
2781|7280-00|7280-00 AGENCIA 7280 SEIXAL|PCT. ANTÓNIO COSTA, 1 (ALDEIA DE PAIO PIRES)|2840072|ALDEIA DE PAIO PIRES|PT|38,60047|-9,062890|08:00-12:30/14:00-19:00|08:00-12:30/14:00-19:00|08:00-12:30/14:00-19:00|08:00-12:30/14:00-19:00|08:00-12:30/14:00-19:00|||
3092|7280-01|LOJA MOBILE.COM- Setúbal|AV. PROF. BENTO JESUS CARAÇA, 180A|2910427|SETÚBAL|PT|38,525699|-8,873632|09:00-14:00/15:00-19:00|09:00-14:00/15:00-19:00|09:00-14:00/15:00-19:00|09:00-14:00/15:00-19:00|09:00-14:00/15:00-19:00|09:00-13:00/-||
3131|7280-02|TABACARIA TOTOBONFIM|R. MIGUEL BOMBARDA, 303|2830090|BARREIRO|PT|38,65263|-9,065430|08:30-13:00/14:30-19:30|08:30-13:00/14:30-19:30|08:30-13:00/14:30-19:30|08:30-13:00/14:30-19:30|08:30-13:00/14:30-19:30|09:00-13:00/15:00-19:00||
3317|7280-03|RIBEIRO S PRESS|R. POLÓNIO FEBRERO JÚNIOR, 17 A|2805227|ALMADA|PT|38,66822|-9,167780|08:00-19:00/-|08:00-19:00/-|08:00-19:00/-|08:00-19:00/-|08:00-19:00/-|08:00-13:00/-||
3688|7280-04|TABACARIA O CANTINHO|R. DE ALMADA, 20A|2825459|COSTA DE CAPARICA|PT|38,65186|-9,236320||09:00-13:00/15:00-19:00|09:00-13:00/15:00-19:00|09:00-13:00/15:00-19:00|09:00-13:00/15:00-19:00|09:00-13:00/16:00-19:00|09:00-13:00/-|
3698|7280-06|LIVRARIA QUOTIDIEN|R. D. JOAO DE CASTRO, 6A|2800104|ALMADA|PT|38,67754|-9,163850|09:30-18:00/-|09:30-18:00/-|09:30-18:00/-|09:30-18:00/-|09:30-18:00/-|09:30-13:00/-||
3841|7280-07|PRIO-PA FERNÃO FERRO|E.N. 378 AO KM. 9- 800|2865003|FERNÃO FERRO|PT|38,559743|-9,100465|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|
3850|7280-08|PRIO-PA AMORA|R. MARCOS PORTUGAL, QUINTA DA MEDIDEIRA|2845466|AMORA|PT|38,63131|-9,118495|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|
3851|7280-09|PRIO-PA BARREIRO - PRIO-PALHAIS|LTM. INDUSTRIAL, QTA DAS REBELAS, LT. 1|2830222|BARREIRO|PT|38,633646|-9,051678|06:00/22:00|06:00/22:00|06:00/22:00|06:00/22:00|06:00/22:00|06:00/22:00|06:00/22:00|
3852|7280-10|PRIO-PA VILA AMELIA N|QUINTA DAS PIRAMIDES, VILA AMELIA|2830481|COINA|PT|38,574961|-9,027281|06:00-22:00/-|06:00-22:00/-|06:00-22:00/-|06:00-22:00/-|06:00-22:00/-|06:00-22:00/-|06:00-22:00/-|
4779|7280-11|SHELL- PA SEIXAL (QUINTA DA GALEGA)|AV. 1 DE DEZEMBRO DE 1640, QTA DA GALEGA|2840579|ALDEIA DE PAIO PIRES|PT|38,60897|-9,080400|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|07:00-23:00/-|
5776|7280-13|PAPELARIA SILVA|AV. 25 DE ABRIL, 12A|2825415|COSTA DE CAPARICA|PT|38,642211|-9,234053|08:00-13:00/14:00-19:00|08:00-13:00/14:00-19:00|08:00-13:00/14:00-19:00|08:00-13:00/14:00-19:00|08:00-13:00/14:00-19:00|08:00-17:00/-|08:30-13:00/-|
5821|7280-14|PAPELARIA PARATI|R. DR. ANTONIO ELVAS, MERC. MUN. FEIJO, LJ. 3|2810165|ALMADA|PT|38,654349|-9,157902|07:00-13:30/15:00-19:00|07:00-13:30/15:00-19:00|07:00-13:30/15:00-19:00|07:00-13:30/15:00-19:00|07:00-13:30/15:00-19:00|07:00-13:30/15:00-19:00||
5937|7280-15|PAPELARIA LETRAS E DOCES|R. GIL VICENTE, 49, LJ. 2A, EDF. CEREJEIRA|2970305|SESIMBRA|PT|38,470694|-9,100846|08:30-16:30/-|08:30-16:30/-|08:30-16:30/-|08:30-16:30/-|08:30-16:30/-|08:30-13:00/-|08:30-13:00/-|24/12/2024,25/12/2024,26/12/2024,31/12/2024,01/01/2025,02/01/2025
6793|7280-16|HEIMDALL GEEK STORE|R. ARMANDO GUERREIRO, 2B, STA MARTA DO PINHAL|2855593|CORROIOS|PT|38,630674|-9,152784|10:00-12:00/14:00-18:00|10:00-12:00/14:00-18:00|10:00-12:00/14:00-18:00|10:00-12:00/14:00-18:00|10:00-12:00/14:00-18:00|10:00-13:00/-||
6986|7280-17|COLINAS DA ARRABIDA - AMANHECER|PRC. ANTERO QUENTAL, 3, LJ. A|2950562|QUINTA DO ANJO|PT|38,574061|-8,945172|08:00-13:00/15:30-20:00|08:00-13:00/15:30-20:00|08:00-13:00/15:30-20:00|08:00-13:00/15:30-20:00|08:00-13:00/15:30-20:00|08:00-13:00/15:30-20:00||
7612|7280-18|TABACARIA IZITA|R. GENERAL HUMBERTO DELGADO, 2 B|2840436|SEIXAL|PT|38,618151|-9,105546|07:00-20:30/-|07:00-20:30/-|07:00-20:30/-|07:00-20:30/-|07:00-20:30/-|07:00-20:30/-|08:00-13:00/-|
7646|7280-19|FARMACIA NOVA DA SOBREDA|R. QUINTA DO GATO BRAVO, 19|2810352|ALMADA|PT|38,645026|-9,171648|08:00-22:00/-|08:00-22:00/-|08:00-22:00/-|08:00-22:00/-|08:00-22:00/-|09:00-22:00/-|09:00-22:00/-|
6311|7280-40|LOCKY STAPLES ALMADA|R. ABEL SALAZAR, 7|2805313|ALMADA|PT|38,671278|-9,170815|09:30-20:00|09:30-20:00|09:30-20:00|09:30-20:00|09:30-20:00|09:30-20:00|10:00-19:00|
